"from","to"
7332,9302
7333,2506
3248,2506
3245,2506
6971,2506
8525,9302
2056,2506
2585,2506
1093,2506
7926,2506
9515,2506
8104,2506
8105,2506
5933,2506
6269,2506
1163,2506
1545,2506
3143,2506
9152,2506
848,2506
3766,2506
852,2506
4043,2506
4670,2506
4673,2506
4672,2506
7017,2506
1517,2506
6940,2506
3658,2506
5385,2506
7608,2506
6325,2506
8871,2506
8865,2506
5501,2506
2038,2506
3515,2506
8459,2506
4369,2506
3960,2506
3963,2506
8580,2506
8580,6346
564,2506
2805,2506
2303,2506
2498,2506
1505,9302
8825,335
8825,1507
7619,2506
7620,2506
6629,1806
824,2506
8778,2506
8779,2506
5818,2506
1850,2506
5710,2506
5708,2506
7469,2506
922,2506
8307,2506
5009,2506
5780,2506
7049,2506
8935,2506
9280,7030
2288,9302
4509,2506
7680,2506
3227,5194
6406,2506
8565,2506
8564,2506
8560,2506
8560,357
8343,2506
7222,4553
6796,2506
7763,2823
7765,2506
3155,9302
2634,1665
8611,2506
298,2506
8434,2506
6233,2506
6904,2506
3001,2506
2190,2506
606,2506
4904,2506
4903,2506
4903,3863
3982,2506
8109,2506
5369,2506
5366,2506
6157,2506
8939,2506
9154,2506
868,2506
3162,2506
8964,2506
3873,2506
2500,2506
1299,2506
3296,2506
9471,2506
3163,2506
8957,2506
4900,2506
6066,9302
2669,9302
9538,2506
5095,2506
7236,2506
3546,2506
9227,2506
4552,2506
8221,2506
2617,2506
6588,9302
9277,2506
8569,2506
1816,2506
8385,2506
7211,2506
4976,5753
7210,2506
6316,2506
9050,2506
7171,2506
7198,2506
6898,2506
2406,9302
300,2506
600,2506
4628,2506
5265,2506
9108,2506
7504,2506
6011,2506
6511,2506
7500,2506
6789,9302
85,2506
4165,2506
4166,2506
8126,2506
3725,2506
3718,2506
6849,2506
5295,2506
5296,2506
4177,2506
4037,2506
2087,2506
3900,2506
2574,2506
2618,2506
5655,2506
4652,2506
7153,2506
8177,2506
1792,2506
1794,2506
1796,2506
9122,2506
5476,2506
2093,2506
4268,2506
4629,2506
4488,2506
8215,2506
6612,2506
1191,2506
9465,2506
635,2506
4374,2506
8163,2506
5733,2506
6296,2506
1698,2506
2394,2506
2360,2506
9611,2506
3175,2506
6535,2506
6534,2506
1564,2506
3261,2506
3257,9302
9259,2506
4189,9302
6908,2506
3621,2506
433,2506
7350,9302
4145,2506
4048,2506
539,2506
534,2506
654,2506
655,2506
655,6034
655,2998
4086,2506
4088,2506
917,9302
1603,2506
897,2506
1719,2506
1037,2506
1890,9302
5088,2506
6308,9584
9514,3283
6912,2506
7580,2506
260,2506
1679,2506
3216,2506
3218,2506
9234,2506
3236,2506
1282,2506
1282,9302
233,2506
6198,2506
3971,2506
2374,2506
1995,2506
7549,2506
6259,2506
8101,2506
665,2506
1529,9302
4111,3475
5623,2506
736,2506
7724,2506
3479,2506
5067,2506
4192,2506
2782,2823
2786,2506
3644,2506
368,2506
5718,9302
9041,9302
2261,2506
9385,2506
6307,2506
5280,2506
6212,2506
9482,2506
1617,2506
8452,2506
162,2506
4831,9302
5829,2506
3679,2506
7721,2506
9433,531
2158,2506
9140,2506
6347,9302
5773,2506
6869,2506
6861,2506
810,9302
6461,2506
6049,2506
8348,9302
7292,2506
7962,2506
7988,2506
634,2506
4658,2506
3993,2506
4461,2506
875,9302
5835,2506
6144,2506
2434,2506
6683,2506
3803,2506
4073,2506
7804,9302
5997,2506
6666,2506
5430,2506
9018,2506
8679,2506
3999,2506
4068,2506
4767,2506
4546,2506
4808,2506
4047,2506
5492,916
3234,1486
3585,2506
520,2506
9421,2506
4818,2506
6361,2506
495,9302
23,2506
2709,2506
